name,value,similarity,value_rank,similarity_rank
SiCl2,40.3494158070907,0.7985002398490906,316.0,102.0
Bi2O2S,40.34880321861296,0.7566053867340088,317.0,656.0
VO2F,40.21923803448704,0.7358740568161011,318.0,1801.0
RuPP,40.15,0.6740431785583496,319.0,7625.0
CaTaO2N,40.14,0.6813868880271912,320.0,7166.0
HfO2,40.12849309551182,0.7690974473953247,321.0,382.0
OsO2,40.07,0.7303704619407654,322.0,2266.0
BeSiN2,40.04,0.6363531351089478,323.0,9006.0
MgSe,40.02820130853382,0.657171368598938,324.0,8427.0
CaTa2O6,40.0,0.6713883280754089,325.0,7775.0
LiZnAs,39.92730541444315,0.7049804925918579,326.0,4947.0
LiCdP,39.89345794547523,0.6784939169883728,327.0,7349.0
MgGeP2,39.88,0.6657271981239319,328.0,8068.0
LaH3,39.763651470908286,0.7575646638870239,329.0,626.0
Ba2YNbO6,39.70449382532728,0.7153258323669434,330.0,3853.0
BiOF,39.52261825808575,0.7524346709251404,331.0,810.0
(BiSb)2Te3,39.52,0.7330811619758606,332.0,2032.0
Th3P4,39.513304661288096,0.6989911198616028,333.0,5558.0
Hf3N4,39.49652013308521,0.7093726992607117,334.0,4511.0
Na2PtH6,39.38737483391655,0.6917707324028015,335.0,6269.0
LiGaO2,39.37739578803196,0.6868610382080078,336.0,6725.0
HgS,39.34249064561416,0.6736751198768616,337.0,7651.0
Ba(Nb0.5Er0.5)O3,39.28,0.7309371829032898,338.0,2217.0
LiBH,39.24510144776272,0.6619107723236084,339.0,8238.0
Ga2Te5,39.24098655947824,0.715308427810669,340.0,3856.0
KSe,39.09227223931296,0.67516028881073,341.0,7548.0
Ge2Sr,39.06316290938084,0.7433739900588989,342.0,1252.0
SrO2,39.04695653352046,0.676902174949646,343.0,7449.0
GaAs,39.00804883036346,0.7560979723930359,344.0,679.0
Ce0.9Y0.1O2,38.99593627707289,0.7334991693496704,345.0,1995.0
CeZn11,38.988635451328136,0.7396484017372131,346.0,1502.0
TlBr,38.96578652544685,0.6793842315673828,347.0,7287.0
ZrSe2,38.954325232916176,0.6407595872879028,348.0,8902.0
Ge2Sb2Te5,38.95,0.6644772887229919,349.0,8121.0
CdAl2S4,38.930642835770655,0.7220556735992432,350.0,3085.0
Li,38.92915458967893,0.5693249702453613,351.0,9426.0
LiAlH4,38.909067099098586,0.6393129229545593,352.0,8943.0
IONO2,38.87462618917989,0.8094357252120972,353.0,40.0
LiSrP,38.87288540827618,0.6886682510375977,354.0,6541.0
ThO2,38.84633112402562,0.7483828663825989,355.0,980.0
CeNi2Ge2,38.836005886501376,0.6897420287132263,356.0,6447.0
AgNC,38.809051147933175,0.6275016665458679,357.0,9148.0
RuS2,38.8,0.7450421452522278,358.0,1153.0
ZrB2,38.77092277986468,0.719849169254303,359.0,3335.0
WO3(MoO3),38.7,0.7508867979049683,360.0,877.0
BaZrS3,38.6915848315368,0.7220778465270996,361.0,3080.0
Br,38.558918001664,0.7655500769615173,362.0,429.0
SnSe2,38.46746157558504,0.6262931227684021,363.0,9168.0
Al0.5Ga0.5P,38.46,0.7101352214813232,364.0,4414.0
SrTiO3,38.41231386076733,0.6960694789886475,365.0,5835.0
LiMgAs,38.39197834020192,0.6889142990112305,366.0,6519.0
Zr3N4,38.37383436982172,0.6976196765899658,367.0,5691.0
Li2NaSb,38.36492735727072,0.6443114280700684,368.0,8830.0
BeTe,38.27,0.5910641551017761,369.0,9384.0
Pb(Yb0.5Nb0.5)O3,38.25,0.7326672673225403,370.0,2072.0
Tl2Te3,38.24,0.6679007411003113,371.0,7964.0
CuP2,38.23,0.7210297584533691,372.0,3208.0
GaPt3,38.20929367965886,0.733718752861023,373.0,1978.0
La2Ti3O9,38.14,0.7053518295288086,374.0,4906.0
boron,38.04375552008838,0.7828997373580933,375.0,215.0
La0.5Na0.5TiO3,37.99,0.6768172383308411,376.0,7450.0
Al0.5Ga0.5As,37.91,0.7165924310684204,377.0,3703.0
Cu2Se,37.83,0.7159964442253113,378.0,3769.0
PtSe2,37.78374879023785,0.6428487300872803,379.0,8857.0
CsGeBr3,37.76846942523064,0.739948570728302,380.0,1482.0
KPbI3,37.73,0.6655218601226807,381.0,8079.0
BeB2C2,37.729556826296026,0.6924549341201782,382.0,6202.0
ZnTe,37.70972335322682,0.6668549180030823,383.0,8007.0
Li3AlH6,37.698780197530425,0.6415161490440369,384.0,8885.0
BeSe,37.651241710014034,0.5681751370429993,385.0,9427.0
NaAlH4,37.56804989717299,0.6608400940895081,386.0,8287.0
Re,37.558635631956,0.6530293822288513,387.0,8572.0
Ag2S,37.558433374967535,0.7099170088768005,388.0,4439.0
SnS2,37.48540644878828,0.7244285941123962,389.0,2845.0
Bi0.5Sb1.5Te3,37.33,0.7102637887001038,390.0,4397.0
AgCuS,37.32671650953733,0.6619042158126831,391.0,8241.0
PrS2,37.32473172185044,0.7531024813652039,392.0,778.0
Al4C3,37.319217523557406,0.7356000542640686,393.0,1829.0
AgZn,37.292066987861936,0.6877809762954712,394.0,6627.0
B12As2,37.25459009055899,0.7489611506462097,395.0,955.0
SrZrS3,37.24986742659075,0.7138457894325256,396.0,3997.0
Zn(OH)2,37.24451155232399,0.7126879692077637,397.0,4109.0
LiTaO3,37.240636038722506,0.6700214743614197,398.0,7845.0
AsZn,37.2249207713376,0.7516258358955383,399.0,842.0
LiBH4,37.16,0.6389589309692383,400.0,8948.0
CH3NH3PbI3,37.14,0.6784722805023193,401.0,7352.0
YbO,37.13813752970452,0.738689661026001,402.0,1569.0
MoS2,37.118266931006886,0.7059527039527893,403.0,4842.0
CeRhSb,37.11,0.7195261716842651,404.0,3371.0
BiS2,37.09,0.7498312592506409,405.0,922.0
AuCrS2,37.08828038745044,0.8020534515380859,406.0,73.0
ZrS2,37.04441473867772,0.7281031012535095,407.0,2484.0
Sr2NiWO6,37.00548104670872,0.7021465301513672,408.0,5246.0
Cu3AsSe4,37.0,0.7117491364479065,409.5,4220.0
Ba2YTaO6,37.0,0.7089383602142334,409.5,4544.0
AgCuO2,36.96827098524025,0.6999590396881104,411.0,5468.0
BaC2,36.95059568408224,0.7640353441238403,412.0,462.0
CIN1,36.94454581483785,0.6614541411399841,413.0,8263.0
TlSbTe2,36.91196562049437,0.6450527906417847,414.0,8810.0
Mg3Sb2,36.90317740926703,0.6687183976173401,415.0,7917.0
Bi4Se3,36.90191767895777,0.7111256122589111,416.0,4296.0
MoTe2,36.864701789790026,0.7072390913963318,417.0,4716.0
MgB2C2,36.81928653607172,0.6732158064842224,418.0,7674.0
NIrN,36.810402748342014,0.7325119376182556,419.0,2082.0
Sb4B4,36.77,0.6597299575805664,420.0,8339.0
CuYSe2,36.76331865596281,0.708965539932251,421.0,4541.0
SrO,36.756164562978284,0.6458037495613098,422.0,8787.0
BaHfN2,36.74367734791064,0.7536702752113342,423.0,759.0
Al2Te3,36.71,0.774266242980957,424.0,302.0
LaTiO2N,36.63,0.7736383080482483,425.0,312.0
Ba2HoTaO6,36.6259209176607,0.6731322407722473,426.0,7678.0
Cs2Au2Br6,36.625514275690655,0.7084466218948364,427.0,4605.0
CaTiO3,36.622674086336666,0.7287865281105042,428.0,2404.0
Sr2NiMoO6,36.573518950769135,0.6972129344940186,429.0,5731.0
OsAl2,36.55601022068464,0.7116026282310486,430.0,4233.0
MgB4,36.531788539170215,0.7038015723228455,431.0,5072.0
Ag3AsSe3,36.511364089109456,0.6923449635505676,432.0,6211.0
Ag3SI,36.469087653105404,0.6716069579124451,433.0,7764.0
CsSnI3,36.45,0.7072416543960571,434.0,4715.0
CuBiS2,36.43338428048046,0.7430762648582458,435.0,1273.0
Li0.5CoO2,36.413459353476775,0.6945887804031372,436.0,5976.0
PbICl,36.348731513199134,0.7006697654724121,437.0,5386.0
FeNbSb,36.3303912955146,0.7136303782463074,438.0,4016.0
Ca0.5Sr0.5TiO3,36.26,0.7219951152801514,439.0,3099.0
