name,value,similarity,value_rank,similarity_rank
Fe2TiSi,26.840667536817108,0.7189119458198547,947.0,3444.0
TiNiSn,26.818256085767555,0.7163482904434204,948.0,3723.0
CaSe,26.795804531443228,0.7103759050369263,949.0,4385.0
UO3,26.79422856688637,0.7396091222763062,950.0,1505.0
KrF2,26.78383771143873,0.7356781363487244,951.0,1821.0
Dy2Zr2O7,26.78015094654979,0.7260529398918152,952.0,2695.0
Na3Bi,26.76111877434154,0.6729165315628052,953.0,7694.0
BiScO3,26.760749440420074,0.748731791973114,954.0,965.0
MgC2,26.74782243551916,0.6993484497070312,955.0,5523.0
(Li0.5Nd0.5)TiO3,26.722913513029543,0.7305445671081543,956.0,2250.0
SbOCl,26.72,0.7113944292068481,957.0,4260.0
Na2Te,26.70438595566473,0.6703686118125916,958.0,7835.0
ZrCl,26.70103078089376,0.6849255561828613,959.0,6878.0
CaC2,26.693922011421307,0.7005624175071716,960.0,5398.0
Ag4N12,26.681037957083035,0.6322811245918274,961.0,9077.0
PbBiO2I,26.68,0.696397066116333,962.0,5803.0
Os2Si3,26.67985531640705,0.7293549180030823,963.0,2359.0
CeAl4,26.67754213244776,0.6545528173446655,964.0,8525.0
CaNH,26.669788290148176,0.7289972901344299,965.0,2387.0
FCs,26.66483360213923,0.6968264579772949,966.0,5762.0
CuAlO2,26.651444704953533,0.7070093154907227,967.0,4737.0
InSiTe3,26.65121582179337,0.6165229082107544,968.0,9264.0
HoIn3,26.64057107299512,0.6783115267753601,969.0,7361.0
CaS,26.630285191205022,0.720084011554718,970.0,3310.0
ScNi,26.61413092693404,0.6942238807678223,971.0,6017.0
Tl5Se2Cl,26.60107044592119,0.6103083491325378,972.0,9307.0
AgSbS2,26.59750065728576,0.6686170697212219,973.0,7927.0
Ag2LiSn,26.58871175483114,0.7188324332237244,974.0,3455.0
Tl2Mo6Se6,26.57930905764353,0.699427604675293,975.0,5514.0
SiS2,26.57884457754373,0.7919462323188782,976.0,150.0
PbAlBO4,26.577592567390017,0.6844622492790222,977.0,6914.0
BaPdO5,26.57697964465333,0.7404895424842834,978.0,1440.0
S2(La),26.52427733594281,0.7351649403572083,979.0,1859.0
Ni2In,26.520875674668822,0.6268520951271057,980.0,9159.0
Bi2Se3,26.50985961172788,0.7120389938354492,981.0,4183.0
Pb2MgTeO6,26.508200040705407,0.7024055123329163,982.0,5218.0
ScCo2,26.50461082515361,0.7013691067695618,983.0,5318.0
Ba3WO6,26.50432354605702,0.7283102869987488,984.0,2459.0
Li1Si,26.49482633738513,0.6719353795051575,985.0,7747.0
AgGa0.5In0.5Te2,26.47,0.682897686958313,986.0,7038.0
CeGa2,26.464771447446733,0.750008761882782,987.0,913.0
YbAlO3,26.46183561368629,0.6991590857505798,988.0,5541.0
SbPO4,26.45564998636064,0.6916040778160095,989.0,6280.0
NaNdS2,26.44,0.677058756351471,990.0,7432.0
CuGaO2,26.41061940909433,0.7203044295310974,991.0,3290.0
Nd3Te4,26.41037392209448,0.6793708801269531,992.0,7288.0
YbH2,26.407010175637414,0.6974417567253113,993.0,5709.0
YRh3B,26.399273912813623,0.7373958826065063,994.0,1660.0
CeRu2Si2,26.39176219229927,0.6976842880249023,995.0,5685.0
NaCuHf2Se5,26.38483695987886,0.6614275574684143,996.0,8266.0
Tl4SnS3,26.371725824300967,0.6558022499084473,997.0,8478.0
GeF2,26.34521836457472,0.7307372689247131,998.0,2237.0
Ho2Ti2O7,26.34211468142504,0.686236560344696,999.0,6773.0
SiB4,26.338672331171257,0.7443559765815735,1000.0,1186.0
FeSn,26.33806926233449,0.6664973497390747,1001.0,8023.0
RuZn3,26.324077903071117,0.7356206774711609,1002.0,1824.0
TaN,26.31032325013156,0.6745611429214478,1003.0,7588.0
NaCoO2,26.290192505582663,0.7234835624694824,1004.0,2941.0
Y2Zr2O7,26.273071764035823,0.7126221656799316,1005.0,4116.0
TaAs,26.204220929933893,0.6592054963111877,1006.0,8363.0
SrSe,26.19328054777954,0.6086047291755676,1007.0,9317.0
BiTeI,26.19277151159764,0.6763163805007935,1008.0,7485.0
CeSn3,26.19059684236013,0.7553873658180237,1009.0,705.0
CeB2C2,26.173209964105894,0.5969399809837341,1010.0,9365.0
YbSe,26.165622115057484,0.6252299547195435,1011.0,9181.0
Mg(AlH4)2,26.16451850977578,0.7563554048538208,1012.0,664.0
Al3Os2,26.161124629227885,0.7617562413215637,1013.0,519.0
LaZnPO,26.160262937058377,0.7760624289512634,1014.0,281.0
UGa,26.14201821327402,0.7413092255592346,1015.0,1384.0
Bi2PdO4,26.116315523167334,0.7466282248497009,1016.0,1074.0
BaNbS3,26.1069575493958,0.6990346312522888,1017.0,5554.0
CuFeO2,26.089010526647694,0.7215560674667358,1018.0,3148.0
AgInO2,26.073587391765923,0.702965259552002,1019.0,5161.0
TaOPO4,26.057213198633672,0.6788182854652405,1020.0,7317.0
RuTe2,26.04,0.7282929420471191,1021.0,2467.0
SrY2S4,26.03175378985581,0.6358951926231384,1022.0,9016.0
Pb(OH)I,26.03134191199695,0.7373337149620056,1023.0,1671.0
Sr6Ta2O11,26.0293690188692,0.6687648892402649,1024.0,7916.0
Hg3In2Te6,25.99,0.6917049288749695,1025.0,6273.0
Ge1Sb4Te7,25.978146468127388,0.6914128065109253,1026.0,6298.0
Cs3Sb,25.96788971240067,0.7318066954612732,1027.0,2138.0
Sr2MnWO6,25.96270384262972,0.7265673875808716,1028.0,2638.0
Mo9O26,25.959874708455374,0.6790456175804138,1029.0,7308.0
YbS,25.948996992744213,0.754658579826355,1030.0,726.0
YScO3,25.94218959964559,0.7240986824035645,1031.0,2875.0
Cu3VS4,25.936039509606328,0.699790358543396,1032.0,5489.0
Li3GaN2,25.93144632421644,0.6529554128646851,1033.0,8575.0
CdAl2O4,25.91,0.7232557535171509,1034.0,2966.0
Dy2Ti2O7,25.90488470424702,0.7317640781402588,1035.0,2144.0
Se2O5,25.89826104044383,0.7619274258613586,1036.0,511.0
ZrGeO4,25.89561244900212,0.6787793040275574,1037.0,7320.0
LiSrH3,25.884125565988,0.6944019794464111,1038.0,5994.0
CePtSi2,25.87416545774645,0.7152682542800903,1039.0,3860.0
Sr,25.87264726971561,0.5308709740638733,1040.0,9447.0
AgFeO2,25.871329842909145,0.6934412121772766,1041.0,6100.0
CaYAlO4,25.87,0.7035017609596252,1042.0,5104.0
Tl,25.86871607247832,0.7378972172737122,1043.0,1621.0
LiBeH3,25.867906473130112,0.6596757173538208,1044.0,8344.0
NiONi2O3,25.866740250972327,0.6939199566841125,1045.0,6049.0
MgP4,25.85953255031617,0.7033333778381348,1046.0,5123.0
CuScS2,25.847837225119928,0.7218083739280701,1047.0,3123.0
Cd3As2,25.84080638061401,0.7231306433677673,1048.0,2976.0
Au4Se4,25.84,0.624241292476654,1049.0,9196.0
Cu3SbS3,25.83575124622376,0.7302488684654236,1050.0,2280.0
PbBi2Se4,25.8,0.7062138319015503,1051.0,4815.0
TlClO4,25.798838309413327,0.6218971610069275,1052.0,9219.0
HCs,25.77783092970272,0.7189005017280579,1053.0,3446.0
SbF3,25.76397305356357,0.7024217247962952,1054.0,5216.0
UAsSe,25.762877296988822,0.710297703742981,1055.0,4391.0
KN3,25.75561125389408,0.6647178530693054,1056.0,8114.0
Pb3GeO5,25.729474792064966,0.7034257650375366,1057.0,5115.0
CaO,25.723672062372533,0.7058582901954651,1058.0,4853.0
ZnIn2S4,25.72,0.6333843469619751,1059.0,9059.0
Ag2HgI4,25.713053103853262,0.6815614700317383,1060.0,7145.0
CaZn2As2,25.71,0.7260128259658813,1061.0,2699.0
ZnCo2O4,25.708227453461213,0.6821737289428711,1062.0,7104.0
ScF3,25.68691585691987,0.6799752712249756,1063.0,7248.0
WOF4,25.68134139191085,0.7379095554351807,1064.0,1618.0
Y2Ti2O7,25.679027568937787,0.7066436409950256,1065.0,4780.0
Pb2O3,25.67474978661692,0.7253183126449585,1066.0,2762.0
ZrCl2,25.665364411714894,0.6597593426704407,1067.0,8336.0
HgWO4,25.65450991962534,0.7546489238739014,1068.0,727.0
CePd2Si2,25.64430256432709,0.6938897371292114,1069.0,6055.0
Cu3BiS3,25.6382800026241,0.7335228323936462,1070.0,1994.0
He,25.616536766450373,0.10730693489313126,1071.0,9463.0
terbium,25.60476554008984,0.7817195653915405,1072.0,229.0
Sc2S3,25.5999700814585,0.6847129464149475,1073.0,6894.0
CeNi2Si2,25.581952392778863,0.6773006319999695,1074.0,7417.0
PdF2,25.570688687806644,0.7612475752830505,1075.0,525.0
CdGeAs2,25.56782186504577,0.7220497727394104,1076.0,3086.0
SeO2,25.56454779908428,0.8114011883735657,1077.0,35.0
Hg2SnSe4,25.56066852421226,0.693849503993988,1078.0,6063.0
Cu2Te,25.53,0.723473310470581,1079.5,2944.0
LaSr2AlO5,25.53,0.663007915019989,1079.5,8192.0
TlCl,25.51694511788828,0.6133565902709961,1081.0,9291.0
Dy2Hf2O7,25.496873582452768,0.7255342602729797,1082.0,2739.0
YbTe,25.47631329155261,0.6497079133987427,1083.0,8678.0
CuInTe2,25.454844497842075,0.6900427937507629,1084.0,6418.0
Sn3F3PO4,25.43461138291449,0.7185782194137573,1085.0,3487.0
Mg2FeH6,25.4343484197424,0.6690845489501953,1086.0,7897.0
Al5C3N,25.42848775871775,0.7618471384048462,1087.0,513.0
Tb2Ti2O7,25.426297625259608,0.7052485942840576,1088.0,4915.0
LaGaO3,25.42316979539665,0.7990819811820984,1089.0,96.0
SrHfN2,25.40761782110289,0.6490828990936279,1090.0,8703.0
BiOCl,25.388858103587488,0.7312055826187134,1091.0,2198.0
CoSi3P3,25.38288136022784,0.675036609172821,1092.0,7555.5
Cd3P2,25.373338860423537,0.7313111424446106,1093.0,2182.0
KMgH3,25.363577372889967,0.7259843349456787,1094.0,2703.0
FeN,25.35889974814089,0.6981803774833679,1095.0,5631.0
Sr2MgMoO6,25.35,0.6983057856559753,1096.0,5615.0
La,25.343141093650388,0.10390443354845047,1097.0,9476.0
CeAuIn,25.323275056301732,0.7112668752670288,1098.0,4280.0
Sr2CrTaO6,25.31,0.6514921188354492,1099.0,8628.0
ZnAl2O4,25.29553027081273,0.6704568862915039,1100.0,7830.0
Ca0.5Sr0.5S,25.28,0.7305823564529419,1101.0,2246.0
CdO2,25.26977601788407,0.726468026638031,1102.0,2654.0
CdGeP2,25.26938607982244,0.7211813926696777,1103.0,3186.0
K2LiAlH6,25.24818955346888,0.6382256746292114,1104.0,8969.0
palladium,25.24528250907123,0.7915538549423218,1105.0,154.0
As2Si,25.24010248686357,0.767768919467926,1106.0,405.0
Mg2PtO4,25.235186887456827,0.719279944896698,1107.0,3398.0
BaSrNiWO6,25.23,0.7188913226127625,1108.0,3448.0
CeRhSn,25.21472208189061,0.7586111426353455,1109.0,595.0
Cu3PS4,25.195028311722183,0.708864152431488,1110.0,4555.0
NbOF3,25.184757100473828,0.718128502368927,1111.0,3540.0
LiMnO2,25.145905653442515,0.7173545360565186,1112.0,3611.0
CaPtO3,25.12405335356955,0.7334925532341003,1113.0,1996.0
CdSc2S4,25.11359499338448,0.745618462562561,1114.0,1118.0
Ta2O5,25.10009312785029,0.6705701947212219,1115.0,7823.0
Na0.10WO3,25.082172445046748,0.6872205138206482,1116.0,6684.0
SrZrN2,25.0789928110628,0.6962412595748901,1117.0,5820.0
Y2Hf2O7,25.077724711926408,0.7052229046821594,1118.0,4918.0
LiNiPO4,25.07454221882461,0.6422402858734131,1119.0,8869.0
Pt,25.07272153619016,0.649196445941925,1120.0,8697.0
LuN,25.062077667480864,0.7052674293518066,1121.0,4913.0
Li2O,25.05568363303063,0.6640468239784241,1122.0,8142.0
Cu2SiS3,25.03875877169,0.7333953380584717,1123.0,2001.0
AgGaO2,25.034197377667198,0.7079485058784485,1124.0,4655.0
CaSiO3,25.030802548265427,0.7332424521446228,1125.0,2019.0
La3Se4,25.017713403129267,0.7530158758163452,1126.0,782.0
AgInTe2,25.013944669623,0.6725088357925415,1127.0,7723.0
FSY1,25.01149488142787,0.7166032791137695,1128.0,3701.0
HoSF,24.99623541302665,0.616002082824707,1129.0,9270.0
CdInGaS4,24.93944137305068,0.699447512626648,1130.0,5511.0
ZnSc,24.91212289008871,0.6636189222335815,1131.0,8166.0
Pt3Cr,24.907473144783296,0.7474857568740845,1132.0,1028.0
Ho2O3,24.9,0.6827376484870911,1133.0,7053.0
SeSiSe,24.886115733030486,0.7110466957092285,1134.0,4306.0
AgGaTe2,24.870460888624358,0.6946222186088562,1135.0,5969.0
Sm3Te4,24.8603661994757,0.7185425162315369,1136.0,3496.0
YNi9In2,24.853371193291107,0.6659018993377686,1137.0,8055.0
Sm3Se4,24.85276596309814,0.696533739566803,1138.0,5792.0
LaOBr,24.840472067621413,0.7774848937988281,1139.0,259.0
CeGa6,24.836122541034,0.763897716999054,1140.0,471.0
ScBRh3,24.834271472991567,0.7192664742469788,1141.0,3401.0
Nb2Pd3Se8,24.81414857508652,0.6467352509498596,1142.0,8766.0
Cd0.5Zn0.5S,24.78498178465664,0.7310052514076233,1143.0,2213.0
Ba2YbTaO6,24.76,0.6942583918571472,1144.0,6009.0
YBa2BiO6,24.74,0.7258487343788147,1145.0,2711.0
Ge1Sb2Te4,24.71,0.687057375907898,1146.0,6700.0
Y(HCOO)3,24.699705797894755,0.7700753211975098,1147.0,365.0
CoSe,24.695042326530903,0.6663775444030762,1148.0,8032.0
SbSI,24.689106521706023,0.733655571937561,1149.0,1982.0
La2SrFe2O7,24.68,0.697212278842926,1150.0,5732.0
CuNdO2,24.67790134108868,0.7131603956222534,1151.0,4064.0
ZnGaNO,24.66737824145719,0.7187149524688721,1152.0,3474.0
CeRu3B2,24.661316266815657,0.671169638633728,1153.0,7792.0
BaCu,24.65619803824252,0.6803603768348694,1154.0,7229.0
TlCu3Se2,24.65324881707291,0.6213037967681885,1155.0,9224.0
SbSBr,24.64687151554084,0.6862859725952148,1156.0,6766.0
VVO2,24.627468291841268,0.7162437438964844,1157.0,3741.0
HoCu5,24.62643780807232,0.6177964210510254,1158.0,9251.0
Tb2O3,24.62,0.7086573839187622,1159.0,4585.0
SiOs,24.60083603784715,0.6682038307189941,1160.0,7946.0
Ga2Te3,24.6,0.7091787457466125,1161.0,4527.0
GeBi2Te4,24.599732763592712,0.7222737669944763,1162.0,3063.0
YCuS2,24.59027034212931,0.7153632640838623,1163.0,3848.0
MgCN2,24.585293252349118,0.7113327980041504,1164.0,4266.0
Na0.5CoO2,24.58438213278329,0.6999322772026062,1165.0,5474.0
Mg3ReH7,24.55450097424127,0.6757788062095642,1166.0,7516.0
MoO2,24.53428324865771,0.7234804630279541,1167.0,2942.0
ThSiO4,24.496530881394364,0.7412455677986145,1168.0,1388.0
MoF3,24.49634314581129,0.7169164419174194,1169.0,3664.0
HoCoC2,24.4795308470348,0.6989318132400513,1170.0,5564.0
Tl2TeBr6,24.477680269677617,0.6921898126602173,1171.0,6227.0
Rb2TeBr6,24.475466960841107,0.6997407078742981,1172.0,5492.0
BeH2,24.4740318805053,0.6844018697738647,1173.0,6922.0
ZnP2,24.46473639750895,0.6909352540969849,1174.0,6338.0
Si5C3,24.46,0.7888908982276917,1175.0,169.0
Ba3Y2WO9,24.43,0.6926251649856567,1176.0,6189.0
CdGa2O4,24.42609377590288,0.7156955003738403,1177.0,3800.0
CoSi,24.39266386530762,0.7011443376541138,1178.0,5340.0
CdGa2Se4,24.36389584880904,0.6635830998420715,1179.0,8168.0
Li0.75Nb0.25O,24.359427932409247,0.691138744354248,1180.0,6321.0
Li0.5La0.5Nb2O6,24.34814472750094,0.669136106967926,1181.0,7891.0
Dy,24.33173501938457,0.6870419383049011,1182.0,6702.0
Sm2O3,24.32,0.7344908118247986,1183.0,1915.0
CaLa2S4,24.31389992404052,0.6574541330337524,1184.0,8419.0
MgIn2S4,24.308729683054857,0.6850210428237915,1185.0,6875.0
La4PdO7,24.29371792102859,0.688340961933136,1186.0,6566.0
NaCuO2,24.29341370957102,0.6820091605186462,1187.0,7115.0
Ca2Sn,24.28290912382604,0.7215379476547241,1188.0,3151.0
BiVO4,24.27037113044173,0.7048713564872742,1189.0,4956.0
Ce0.9Gd0.1O2,24.269924765545078,0.7102434635162354,1190.0,4402.0
VOSb2O4,24.259379803401323,0.7043371200561523,1191.0,5002.0
Li3TaO4,24.25879795802393,0.6270830035209656,1192.0,9151.0
EuO,24.25407180767005,0.7194235920906067,1193.0,3384.0
PdAl,24.25393386481648,0.7221561074256897,1194.0,3071.0
Cu2PbSiS4,24.23929712700133,0.7152315378189087,1195.0,3863.0
CdTm2S4,24.23239648313233,0.7419460415840149,1196.0,1345.0
CaMnO3,24.23,0.7373085618019104,1197.0,1674.0
Al3Lu,24.22999950409848,0.7379801273345947,1198.0,1614.0
BaCu2Se2,24.22444205625403,0.6427965760231018,1199.0,8859.0
CeIr2Ge2,24.22222827454986,0.7022682428359985,1200.0,5228.0
Ba2CaMoO6,24.21889652709473,0.6827974319458008,1201.0,7046.0
PdCl2,24.206937522362782,0.7272771000862122,1202.0,2568.0
MnSb,24.20670657341801,0.6600090861320496,1203.0,8321.0
Pb(Sc0.5Nb0.5)O3,24.2,0.7315948009490967,1204.0,2160.0
LiP,24.18795951683496,0.6537097692489624,1205.0,8554.0
TaB,24.18770639990391,0.6380544900894165,1206.0,8972.0
PbO,24.1779975997537,0.7027392387390137,1207.0,5190.0
CuCrO2,24.172241222395808,0.7370547652244568,1208.0,1696.0
BiSBr,24.168675853329496,0.7137675881385803,1209.0,4007.0
FeTiO3,24.16677214958764,0.731803297996521,1210.0,2139.0
(K0.5Bi0.5)TiO3,24.16,0.7323826551437378,1211.0,2090.0
HgGa2Se4,24.14509306685688,0.6855985522270203,1212.0,6818.0
CaMg2N2,24.136608355474053,0.6898202896118164,1213.0,6440.0
Pb(In0.5Nb0.5)O3,24.13,0.7331125736236572,1214.0,2030.0
Sb2O3,24.128475751204096,0.7225043773651123,1215.0,3044.0
TlMnCl3,24.12585043232921,0.615930438041687,1216.0,9272.0
Y2O3,24.12,0.7304466366767883,1217.0,2260.0
BaCuTeF,24.1176731855854,0.6545096635818481,1218.0,8528.0
AgF2,24.11223879919384,0.6909048557281494,1219.0,6339.0
WO2F2,24.09534171833953,0.7266222834587097,1220.0,2629.0
ZnO2,24.08792620489977,0.7205103635787964,1221.0,3264.0
CdP2,24.08199971549573,0.738159716129303,1222.0,1599.0
Ag2CO3,24.07119970154601,0.6981706023216248,1223.0,5633.0
LiO2,24.058749599276428,0.6839382648468018,1224.0,6951.0
RbAu,24.05,0.7264658212661743,1225.0,2655.0
CeH2,24.029559171159462,0.7383556962013245,1226.0,1585.0
Co3Mo,24.0105372944034,0.7340000867843628,1227.0,1955.0
BaBiO2Cl,23.98,0.7027843594551086,1228.0,5186.0
CaF2,23.97447499179004,0.7376492023468018,1229.0,1639.0
Li2NH,23.97,0.6817554831504822,1230.0,7132.0
LaIn3,23.95500786695418,0.8057454824447632,1231.0,59.0
Sm2Ti2O7,23.945540235818758,0.7151429653167725,1232.0,3871.0
SnF2,23.94225042129627,0.7154736518859863,1233.0,3834.0
Rb2TeI6,23.941749549466515,0.7047292590141296,1234.0,4968.0
Sr2LiReO6,23.9241696012132,0.6519157290458679,1235.0,8611.0
Cr,23.90960665903133,0.7344201803207397,1236.0,1922.0
Cs2TeBr6,23.89594280977121,0.74169921875,1237.0,1366.0
CuInGeSe4,23.89,0.6688575148582458,1238.0,7912.0
AgAlTe2,23.88148255927906,0.6720277667045593,1239.0,7746.0
ZnS0.5Se0.5,23.87,0.7133352160453796,1240.0,4045.0
CsCdBr3,23.85090990289783,0.7160982489585876,1241.0,3757.0
AgIn2Te3I,23.85,0.667140543460846,1242.0,7991.0
Ca(BH4)2,23.82743847006356,0.739203691482544,1243.0,1533.0
LaCuOTe,23.825068204244552,0.7520430088043213,1244.0,830.0
CdHo2S4,23.81325701575561,0.740796685218811,1245.0,1415.0
Cu2GeS3,23.79071426112296,0.7178364396095276,1246.0,3568.0
CuCrS2,23.79,0.7340039610862732,1247.0,1953.0
Lu2O2S,23.788223404207297,0.6672232151031494,1248.0,7985.0
Au3Cu,23.78775484851153,0.5629286766052246,1249.0,9434.0
Al3BC,23.77,0.7101585865020752,1250.0,4412.0
BiOBr,23.76254487497458,0.7625434994697571,1251.0,498.0
Ca2Pb,23.746827990679908,0.7202239632606506,1252.0,3302.0
ZnF2,23.73354607864529,0.7024330496788025,1253.0,5215.0
Pb3U,23.732509976833285,0.6957229971885681,1254.0,5859.0
CsN3,23.73087211561229,0.7232799530029297,1255.0,2963.0
CsCl,23.72991422194826,0.727692186832428,1256.0,2528.0
P3N5,23.7078589593402,0.6953589916229248,1257.0,5895.0
TmN,23.69750773129941,0.7403096556663513,1258.0,1453.0
Cd2Nb2O7,23.672320294594307,0.695141613483429,1259.0,5916.0
In2S3,23.65930380290701,0.7296950817108154,1260.0,2321.0
BiSI,23.65771873108068,0.7069701552391052,1261.0,4743.0
CuBS2,23.647749136358,0.6929072737693787,1262.0,6154.0
LiCoO2,23.64756154657234,0.6552159786224365,1263.0,8499.0
Ba2MgWO6,23.64305475464661,0.7217887043952942,1264.0,3126.0
Sm2Zr2O7,23.62044225630261,0.7260074615478516,1265.0,2701.0
TiOSO4,23.604418434530125,0.7251570224761963,1266.0,2777.0
BiSeBr,23.59795047322161,0.7252588272094727,1267.0,2766.0
PdYb,23.59288922129653,0.6931525468826294,1268.0,6129.0
Ca2ZnN2,23.588746622167104,0.7085608243942261,1269.0,4597.0
Cu3P,23.5871838022148,0.7269196510314941,1270.0,2601.0
ThOS,23.58026727423916,0.7431580424308777,1271.0,1265.0
SiB6,23.58015339190372,0.7732408046722412,1272.0,317.0
TbIn3,23.576455747474352,0.6477967500686646,1273.0,8734.0
LiCaGaN2,23.56376949849177,0.6245479583740234,1274.0,9191.0
Cu2ZnGeS4,23.55707506519095,0.7146022915840149,1275.0,3918.0
Pt3Y,23.55227680522395,0.7225265502929688,1276.0,3042.0
CePdAl,23.540154355854263,0.6939072608947754,1277.0,6050.0
Ti3AlN,23.52370584486598,0.6785300970077515,1278.0,7343.5
Na2Se,23.5136973623081,0.6990039348602295,1279.0,5556.0
PbFCl,23.502291438208648,0.7113140821456909,1280.0,4270.0
Cr3O4,23.49001638148211,0.7320212125778198,1281.0,2123.0
Zr2SC,23.485292538711143,0.7287977933883667,1282.0,2402.0
PbSnS2,23.48,0.7169897556304932,1283.0,3658.0
EuAl2Si2,23.462723850057444,0.7025749683380127,1284.0,5203.0
Sn3(PO4)2,23.46,0.7435435652732849,1285.0,1240.0
RbLaS2,23.458451448047853,0.7309973239898682,1286.0,2214.0
As,23.457340156369447,0.10371331870555878,1287.0,9482.0
Cu3TaTe4,23.44301603564311,0.6534894108772278,1288.0,8562.0
Cu3TaSe4,23.437892170366965,0.6465559601783752,1289.0,8771.0
InOF,23.42957499355113,0.6320868134498596,1290.0,9080.0
CuGaSe2,23.425762173765712,0.6570158004760742,1291.0,8433.0
Pr,23.420050621915024,0.6903003454208374,1292.0,6391.0
ZnCO3,23.41063469612553,0.7038432955741882,1293.0,5065.0
BaH2,23.405825151091555,0.7521975636482239,1294.0,821.0
Ag3AuSe2,23.40485248912219,0.6652616858482361,1295.0,8091.0
LiCrS2,23.40452916651646,0.6935936212539673,1296.0,6082.0
Sr2CrNbO6,23.4,0.6716729998588562,1297.0,7759.0
La2Cu2O4,23.394322717561607,0.8049885630607605,1298.0,63.0
CdLa2Se4,23.39004667137268,0.6631476283073425,1299.0,8188.0
NbB,23.38878358463152,0.7029764652252197,1300.0,5159.0
RbCl,23.378232279662143,0.7227255702018738,1301.0,3020.0
TlNO2,23.37773563852177,0.7022722959518433,1302.0,5226.0
BiTe,23.37735232399477,0.7173651456832886,1303.0,3609.0
Mn(OH)2,23.36953745451473,0.6938552260398865,1304.0,6062.0
AgCrO2,23.366173827950806,0.7115375995635986,1305.0,4240.0
InBO3,23.35985972657255,0.7302752733230591,1306.0,2273.0
(NHC)9,23.357722262262826,0.6943561434745789,1307.0,5998.0
Ce2CoIn8,23.3565770127768,0.6884846687316895,1308.0,6554.0
SrMg2FeH8,23.343571624628915,0.6166415810585022,1309.0,9262.0
Mg2NiH4,23.33710041296257,0.6955035328865051,1310.0,5879.0
TlPF6,23.33322111340859,0.6913477778434753,1311.0,6305.0
LaNb3O9,23.33,0.7231835126876831,1312.0,2971.0
CoRh2O4,23.318596391377977,0.6723441481590271,1313.0,7731.0
Bi2O3,23.29921747507616,0.7299731373786926,1314.0,2298.0
EuAuGe,23.28746277000515,0.7091062068939209,1315.0,4532.0
Tl2SO4,23.285073499016757,0.6913217306137085,1316.0,6306.0
Na15Sn4,23.273794386178263,0.7017747163772583,1317.0,5282.0
CuBSe2,23.27132119872897,0.7172832489013672,1318.0,3619.0
Cr2GeC,23.253840494908715,0.743610143661499,1319.0,1234.0
TlAsS2,23.25,0.7123133540153503,1320.0,4157.0
FeBO3,23.238739172170195,0.6790401935577393,1321.0,7309.0
Cu3NbSe4,23.20767884667024,0.6935070157051086,1322.0,6093.0
NaTl,23.205135490432173,0.6534174680709839,1323.0,8565.0
Nd2Ti2O7,23.193314402924585,0.6943283081054688,1324.0,6002.0
Ga2Te2,23.18983025995709,0.71720951795578,1325.0,3629.0
Zn2(COO)4,23.182710564308664,0.7320998311042786,1326.0,2116.0
PtB,23.166658676403657,0.6899529099464417,1327.0,6428.0
Li3BN2,23.14993484226332,0.6442803144454956,1328.0,8832.0
Sr2CuWO6,23.14738870356735,0.7057480216026306,1329.0,4862.0
HgTe,23.135515971653533,0.7214520573616028,1330.0,3161.0
Bi2ZnTiO6,23.1314779972242,0.7197830677032471,1331.0,3346.0
(Bi0.5Na0.5)TiO3,23.13,0.7294920682907104,1332.0,2345.0
IN3,23.121214067131547,0.7269558310508728,1333.0,2596.0
PbI2,23.115418902311987,0.6985280513763428,1334.0,5598.0
KSnAs,23.11038200394405,0.7204670906066895,1335.0,3269.0
Cu3TaS4,23.11,0.662773609161377,1336.0,8202.0
CdAs2,23.10286699099805,0.7418172955513,1337.0,1356.0
(Na0.5Nd0.5)TiO3,23.1,0.7339560389518738,1338.0,1958.0
PtTe2,23.08831626425691,0.7079195976257324,1339.0,4661.0
AuTe2,23.08801795508877,0.7249934077262878,1340.0,2787.0
CdCr2O4,23.0860670456812,0.7322785258293152,1341.0,2101.0
In3Sc,23.071930187737536,0.6055374145507812,1342.0,9334.0
Sr(Sm0.5Nb0.5)O3,23.045169682535104,0.7430476546287537,1343.0,1276.0
Ho2Se3,23.04119586996375,0.6626176834106445,1344.0,8212.0
Ag3SBr,23.03,0.7398773431777954,1345.0,1488.0
Ca4Mg3H14,23.02925673418633,0.6775420904159546,1346.0,7403.0
Tl2CO3,23.027996931629605,0.6397887468338013,1347.0,8929.0
PdCoO2,23.025256143217145,0.7392002940177917,1348.0,1535.0
AgAlO2,23.020428607978115,0.7057362794876099,1349.0,4865.0
Er2Se3,23.015510999503395,0.7255637049674988,1350.0,2738.0
Li8Bi2(MoO4)7,23.01,0.7329975962638855,1351.0,2040.0
PbWO4,22.99995744568217,0.7271385788917542,1352.0,2582.0
Pt3Zr,22.96465699185043,0.7391576766967773,1353.0,1538.0
SrPtAs,22.963604713671995,0.6822070479393005,1354.0,7100.0
Ge2N2O,22.95384249898205,0.7398847341537476,1355.0,1487.0
KIO3,22.9254656936587,0.64460289478302,1356.0,8822.0
KAg2SbS4,22.92315962279316,0.6500073075294495,1357.0,8668.0
Li3N,22.9110546067043,0.6588921546936035,1358.0,8375.0
Sr2YTaO6,22.91056665386307,0.6926998496055603,1359.0,6180.0
GeSe2,22.888494819070424,0.6608368158340454,1360.0,8288.0
CaSb2,22.8583205869074,0.7109606266021729,1361.0,4316.0
