name,value,similarity,value_rank,similarity_rank
Cu3Cl3,48.79830710712054,0.8572996854782104,171.0,3759.0
Sr2ZnWO6,48.65778607617847,0.7761278748512268,172.0,8436.0
PtO2,48.6164784328439,0.903515636920929,173.0,1108.0
(BN)12,48.52420904547586,0.9144532084465027,174.0,577.0
ThTaN3,48.37139716205162,0.8392354249954224,175.0,5192.0
LaBaZnTaO6,48.11,0.8169997930526733,176.0,6753.0
LiZnP,48.08117370323004,0.8480735421180725,177.0,4528.0
Sb2SeTe2,47.89,0.8197638988494873,178.0,6572.0
CeCd,47.75442131859632,0.8357329964637756,179.0,5481.0
Li2CuSb,47.64596335519538,0.8371559977531433,180.0,5351.0
NaZnAs,47.58481181922962,0.7751772403717041,181.0,8464.0
CuTaN2,47.57995620717186,0.8861825466156006,182.0,1954.0
CeSe,47.45013638489576,0.8449510335922241,183.0,4765.0
LaMnO3,47.3362447421566,0.8631780743598938,184.0,3321.0
NiP2,47.33,0.818011462688446,185.0,6680.0
ZnGeP2,47.293088629849215,0.7612135410308838,186.0,8770.0
BrOONO,47.291495824782686,0.8624151349067688,187.0,3371.0
Ta2C,47.18904764981353,0.7856358885765076,188.0,8167.0
Pt3Sc,47.181694820800594,0.7741612792015076,189.0,8495.0
EuMnO3,47.16069160034173,0.888800859451294,190.0,1834.0
PrH3,47.0347841773101,0.8765321373939514,191.0,2456.0
BaTe2,46.88392128876114,0.7578913569450378,192.0,8840.0
AgNbO3,46.72622538119301,0.8282084465026855,193.0,5997.0
Ni5Ga3,46.50585974098289,0.8237002491950989,194.0,6320.0
KTaO3,46.493965410119245,0.8481520414352417,195.0,4518.0
Pb3Pu,46.47474827990189,0.8257774710655212,196.0,6172.0
LiErO2,46.17300706532966,0.8793752789497375,197.0,2309.0
ZnAl2S4,46.15659097551679,0.6570858955383301,198.0,9412.0
CeIn3,46.08932432401828,0.802379310131073,199.0,7507.0
HoCuAs2,45.98971729402174,0.8618120551109314,200.0,3420.0
CeAu4Si2,45.92977843625543,0.7363744378089905,201.0,9102.0
CoGeCr,45.833990734186685,0.8398244976997375,202.0,5146.0
Bi2Te3,45.7130918959144,0.8792297840118408,203.0,2321.0
PSi,45.70986496441347,0.905747652053833,204.0,996.0
CoOOH,45.60837150754547,0.9009602665901184,205.0,1258.0
V3Ge,45.592722187540645,0.8859753608703613,206.0,1964.0
GdIn3,45.557937018344354,0.7751532793045044,207.0,8465.0
ZnCe,45.4333862785464,0.8057699799537659,208.0,7353.0
PtSiSb,45.34,0.8526166677474976,209.0,4185.0
CeAg,45.32390306288205,0.8557146787643433,210.0,3900.0
PtAs2,45.28410449683274,0.8598611354827881,211.0,3560.0
Sr2CoNbO6,45.21,0.8300694823265076,212.0,5875.0
EuVO3,45.160487494756296,0.8594316244125366,213.0,3610.0
IrSi3P3,45.09,0.8062159419059753,214.0,7335.0
BaCeO3,45.03582207192154,0.7450456023216248,215.0,9018.0
KPO4,45.02189544603392,0.9079611301422119,216.0,889.0
Tl2S,45.007529145095006,0.8571568727493286,217.0,3770.0
Ge,44.760998549065626,0.999923050403595,218.0,53.0
UNiSn,44.7306381804854,0.8580132126808167,219.0,3718.0
As2Si2,44.70641431338501,0.7933540344238281,220.0,7876.0
WS2,44.62202081423277,0.9995569586753845,221.0,184.0
Mg3As2,44.60658009207823,0.6340661644935608,222.0,9441.0
GeS,44.44588857049624,0.8911910057067871,223.0,1724.0
Sr2ZnMoO6,44.43,0.7568685412406921,224.0,8857.0
TmAgTe2,44.389065404248,0.714351236820221,225.0,9234.0
CeGaO3,44.382100061112574,0.8509580492973328,226.0,4304.0
NiO2,44.351544988984834,0.8700146079063416,227.0,2855.0
SrTaO2N,44.24,0.8854218125343323,228.0,1994.0
SiC,44.23288465901948,0.9932340979576111,229.0,241.0
Si2P4,44.22121993871827,0.8433257937431335,230.0,4891.0
SrFeO3,44.18941275006,0.8303643465042114,231.0,5855.0
IrSb2,44.17,0.7816810607910156,232.0,8279.0
CeCd11,44.151511450335406,0.7770010232925415,233.0,8417.0
Pb0.8Sn0.2Te,44.13,0.9046338200569153,234.0,1055.0
PuSn3,44.12457567674945,0.8466454744338989,235.0,4649.0
Mg2Si,43.99252995190254,0.9117471575737,236.0,694.0
CdAl2Se4,43.99017979274416,0.8154551386833191,237.0,6848.0
BaO,43.983392118602886,0.8492511510848999,238.0,4418.0
LiGaGe,43.87223348202735,0.8368325233459473,239.0,5387.0
NSiN,43.87,0.8824145197868347,240.0,2128.0
Mo6O20,43.83745350813692,0.8261730074882507,241.0,6146.0
NiO,43.799079415788384,0.9989513754844666,242.0,220.0
NaZnP,43.77823192256432,0.8529692888259888,243.0,4158.0
URh3,43.74541651205614,0.8438523411750793,244.0,4844.0
IrAsS,43.59,0.7933067679405212,245.0,7878.0
LiNbO3,43.549191544331656,0.9992595911026001,246.0,208.0
CaSnO3,43.54412953132332,0.7915355563163757,247.0,7953.0
Mg2Ge,43.49263179338217,0.9333124756813049,248.0,257.0
NaSbSe2,43.4871810924959,0.7039130926132202,249.0,9289.0
CeZn5,43.47961695431753,0.8735173940658569,250.0,2629.0
RbPbF3,43.225344927866345,0.7688272595405579,251.0,8611.0
PbTiO3,43.21446951878383,0.8756520748138428,252.0,2501.0
Ru2B3,43.186744542669146,0.778407871723175,253.0,8372.0
Ni3Zn,43.18094793230882,0.9196150898933411,254.0,396.0
Ba2CoNbO6,43.12,0.816010057926178,255.0,6810.0
FeNCN,42.98286831388676,0.8840633034706116,256.0,2061.0
MnCoSi,42.96289665845954,0.8389567136764526,257.0,5212.0
YbFe2O4,42.9478790417304,0.8669493198394775,258.0,3054.0
KYb2F7,42.86448131611947,0.8425542712211609,259.0,4940.0
CsGeI3,42.82,0.7936769127845764,260.0,7862.0
NdS2,42.792148964388815,0.8341186046600342,261.0,5590.0
Ni2Ce,42.72866550023544,0.8184342980384827,262.0,6657.0
AgTlTe,42.63641559780254,0.8448762893676758,263.0,4771.0
PdP2,42.6249419079965,0.7968560457229614,264.0,7747.0
Pt3Al,42.5662135134107,0.8434834480285645,265.0,4875.0
NaBH4,42.43407655811437,0.9986329674720764,266.0,224.0
Tl2O,42.4272215604357,0.8246176242828369,267.0,6252.0
CePt2Sn2,42.4224823259376,0.6882697939872742,268.0,9359.0
GdAg,42.39161985223195,0.8697018027305603,269.0,2871.0
LiBeP,42.311346895288025,0.82685786485672,270.0,6092.0
PbTePbS,42.3,0.8022972345352173,271.0,7516.0
SrS2,42.22736191933314,0.8298032879829407,272.0,5895.0
TiO2,42.11277148050885,0.8701480031013489,273.0,2847.0
BiSe,42.10543624690121,0.8207144141197205,274.0,6515.0
BiB,41.99,0.839160144329071,275.0,5199.0
CePd3,41.98316120261769,0.8235867023468018,276.0,6325.0
SiO2,41.95182267833167,0.997310221195221,277.0,232.0
BP1,41.868122980280006,0.8846957087516785,278.0,2027.0
WSe2,41.84785645168858,0.7549839019775391,279.0,8887.0
Ni62.5Al37.5,41.84529419419728,0.8978965878486633,280.0,1396.0
MgAl2S4,41.81943947256477,0.6916366219520569,281.0,9343.0
CePd2In,41.79858478982933,0.7802233695983887,282.0,8327.0
Ba2NdNbO6,41.76503923958165,0.7929078340530396,283.0,7897.0
TaO2F,41.69,0.8635684847831726,284.0,3287.0
ZrO2,41.54163784304031,0.999940037727356,285.0,28.0
PtS2,41.50460479412528,0.8218994736671448,286.0,6437.0
NbO2F,41.48488102324099,0.8737423419952393,287.0,2616.0
NbRu,41.39198941904965,0.8023370504379272,288.0,7512.0
Be2C,41.391944485488985,0.854851245880127,289.0,3989.0
SrNbO2N,41.37,0.882554292678833,290.0,2122.0
AgTaO3,41.35539859219187,0.8124328255653381,291.0,7003.0
BaS,41.32073816112349,0.8964558243751526,292.0,1472.0
NiCd,41.23124813218493,0.8237056732177734,293.0,6318.0
CaSi2,41.21813951698736,0.8515967726707458,294.0,4250.0
RuO2,41.19298084206023,0.9989117383956909,295.0,221.0
SNa,41.18794653800767,0.8886071443557739,296.0,1844.0
LiI,41.07699347896779,0.9153943061828613,297.0,547.0
La0.5Li0.5TiO3,41.01,0.8873931765556335,298.0,1907.0
Ni3Sn,40.89733990612896,0.9186103940010071,299.0,426.0
InN,40.888226512932576,0.9325367212295532,300.0,260.0
CuSbS2,40.85493285346463,0.8316522836685181,301.0,5763.0
UN2,40.8262228281426,0.8597145676612854,302.0,3582.0
ZnSiAs2,40.820935242056606,0.8048656582832336,303.0,7391.0
CuH,40.78410409739999,0.8596554398536682,304.0,3587.0
Ni(N2),40.77,0.9198474884033203,305.0,389.0
ZnSb,40.74151488314522,0.892331063747406,306.0,1662.0
Th3As4,40.63618547319121,0.845495879650116,307.0,4732.0
FeGe,40.616808933213065,0.8583700060844421,308.0,3693.0
AuCd,40.511952741337936,0.8684825897216797,309.0,2955.0
SbRuZr,40.49324311665792,0.8492256999015808,310.0,4419.0
USn3,40.470176572450406,0.907581090927124,311.0,906.0
Pt3In,40.46292404342172,0.7611743211746216,312.0,8772.0
LiAlSi,40.42634308590675,0.925629198551178,313.0,293.0
AgInS2,40.39696016219289,0.8111452460289001,314.0,7082.0
Sn0.8Pb0.2Te,40.35,0.8987890481948853,315.0,1360.0
SiCl2,40.3494158070907,0.8078201413154602,316.0,7248.0
Bi2O2S,40.34880321861296,0.8475908041000366,317.0,4566.0
VO2F,40.21923803448704,0.8870859742164612,318.0,1919.0
RuPP,40.15,0.8692010641098022,319.0,2906.0
CaTaO2N,40.14,0.8769776225090027,320.0,2429.0
HfO2,40.12849309551182,0.8762882351875305,321.0,2473.0
OsO2,40.07,0.8775675892829895,322.0,2408.0
BeSiN2,40.04,0.8646188378334045,323.0,3212.0
MgSe,40.02820130853382,0.8789296746253967,324.0,2336.0
CaTa2O6,40.0,0.7859131097793579,325.0,8157.0
LiZnAs,39.92730541444315,0.7920526266098022,326.0,7930.0
LiCdP,39.89345794547523,0.8091569542884827,327.0,7188.0
MgGeP2,39.88,0.7698251008987427,328.0,8591.0
LaH3,39.763651470908286,0.865253210067749,329.0,3171.0
Ba2YNbO6,39.70449382532728,0.8425984382629395,330.0,4936.0
BiOF,39.52261825808575,0.8785828948020935,331.0,2354.0
(BiSb)2Te3,39.52,0.9011532068252563,332.0,1244.0
Th3P4,39.513304661288096,0.8695350885391235,333.0,2878.0
Hf3N4,39.49652013308521,0.8625699877738953,334.0,3356.0
Na2PtH6,39.38737483391655,0.8358213901519775,335.0,5469.0
LiGaO2,39.37739578803196,0.8620893955230713,336.0,3399.0
HgS,39.34249064561416,0.8873355388641357,337.0,1910.0
Ba(Nb0.5Er0.5)O3,39.28,0.901981770992279,338.0,1188.0
LiBH,39.24510144776272,0.8760373592376709,339.0,2482.0
Ga2Te5,39.24098655947824,0.8610749840736389,340.0,3477.0
KSe,39.09227223931296,0.8987985849380493,341.0,1358.0
Ge2Sr,39.06316290938084,0.8639723062515259,342.0,3262.0
SrO2,39.04695653352046,0.9007553458213806,343.0,1263.0
GaAs,39.00804883036346,0.9996122121810913,344.0,177.0
Ce0.9Y0.1O2,38.99593627707289,0.8857940435409546,345.0,1972.0
CeZn11,38.988635451328136,0.8223110437393188,346.0,6404.0
TlBr,38.96578652544685,0.8229882121086121,347.0,6362.0
ZrSe2,38.954325232916176,0.8842710256576538,348.0,2053.0
Ge2Sb2Te5,38.95,0.8334854245185852,349.0,5640.0
CdAl2S4,38.930642835770655,0.6926427483558655,350.0,9340.0
Li,38.92915458967893,0.9996708631515503,351.0,160.0
LiAlH4,38.909067099098586,0.9999473094940186,352.0,9.0
IONO2,38.87462618917989,0.8705652952194214,353.0,2823.0
LiSrP,38.87288540827618,0.8434028625488281,354.0,4882.0
ThO2,38.84633112402562,0.9011878371238708,355.0,1241.0
CeNi2Ge2,38.836005886501376,0.7675834894180298,356.0,8647.0
AgNC,38.809051147933175,0.870794415473938,357.0,2806.0
RuS2,38.8,0.8201065063476562,358.0,6547.0
ZrB2,38.77092277986468,0.9995200634002686,359.0,193.0
WO3(MoO3),38.7,0.9118943810462952,360.0,687.0
BaZrS3,38.6915848315368,0.7287155389785767,361.0,9155.0
Br,38.558918001664,0.9992368221282959,362.0,211.0
SnSe2,38.46746157558504,0.8038773536682129,363.0,7438.0
Al0.5Ga0.5P,38.46,0.897559404373169,364.0,1411.0
SrTiO3,38.41231386076733,0.9988256096839905,365.0,223.0
LiMgAs,38.39197834020192,0.7978945374488831,366.0,7710.0
Zr3N4,38.37383436982172,0.8632076382637024,367.0,3317.0
Li2NaSb,38.36492735727072,0.7869479656219482,368.0,8125.0
BeTe,38.27,0.8844139575958252,369.0,2041.0
Pb(Yb0.5Nb0.5)O3,38.25,0.9019718766212463,370.0,1191.0
Tl2Te3,38.24,0.7458880543708801,371.0,9009.0
CuP2,38.23,0.8307762145996094,372.0,5829.0
GaPt3,38.20929367965886,0.83766770362854,373.0,5311.0
La2Ti3O9,38.14,0.8523673415184021,374.0,4199.0
boron,38.04375552008838,0.9999324679374695,375.0,37.0
La0.5Na0.5TiO3,37.99,0.8918196558952332,376.0,1695.0
Al0.5Ga0.5As,37.91,0.8821677565574646,377.0,2143.0
Cu2Se,37.83,0.9042024612426758,378.0,1074.0
PtSe2,37.78374879023785,0.8044300675392151,379.0,7414.0
CsGeBr3,37.76846942523064,0.7227527499198914,380.0,9197.0
KPbI3,37.73,0.8487871885299683,381.0,4460.0
BeB2C2,37.729556826296026,0.7966036200523376,382.0,7761.0
ZnTe,37.70972335322682,0.9963840842247009,383.0,237.0
Li3AlH6,37.698780197530425,0.847347617149353,384.0,4585.0
BeSe,37.651241710014034,0.8920842409133911,385.0,1679.0
NaAlH4,37.56804989717299,0.88800048828125,386.0,1872.0
Re,37.558635631956,0.9992642402648926,387.0,207.0
Ag2S,37.558433374967535,0.99976646900177,388.0,136.0
SnS2,37.48540644878828,0.8506048917770386,389.0,4321.0
Bi0.5Sb1.5Te3,37.33,0.8801679611206055,390.0,2251.0
AgCuS,37.32671650953733,0.8270288109779358,391.0,6077.0
PrS2,37.32473172185044,0.8278024196624756,392.0,6027.0
Al4C3,37.319217523557406,0.821770966053009,393.0,6445.0
AgZn,37.292066987861936,0.8824362754821777,394.0,2127.0
B12As2,37.25459009055899,0.8800371885299683,395.0,2266.0
SrZrS3,37.24986742659075,0.7341596484184265,396.0,9116.0
Zn(OH)2,37.24451155232399,0.9206441640853882,397.0,373.0
LiTaO3,37.240636038722506,0.8609746694564819,398.0,3487.0
AsZn,37.2249207713376,0.8889142870903015,399.0,1828.0
LiBH4,37.16,0.9999408721923828,400.0,24.0
CH3NH3PbI3,37.14,0.9999193549156189,401.0,57.0
YbO,37.13813752970452,0.8906344175338745,402.0,1755.0
MoS2,37.118266931006886,0.9999022483825684,403.0,75.0
CeRhSb,37.11,0.7277792096138,404.0,9162.0
BiS2,37.09,0.8303307294845581,405.0,5858.0
AuCrS2,37.08828038745044,0.805404007434845,406.0,7372.0
ZrS2,37.04441473867772,0.8233967423439026,407.0,6339.0
Sr2NiWO6,37.00548104670872,0.8195140957832336,408.0,6591.0
Cu3AsSe4,37.0,0.8434776067733765,409.5,4876.0
Ba2YTaO6,37.0,0.8067891001701355,409.5,7304.0
AgCuO2,36.96827098524025,0.8729857802391052,411.0,2657.0
BaC2,36.95059568408224,0.8742953538894653,412.0,2587.0
CIN1,36.94454581483785,0.8976805806159973,413.0,1405.0
TlSbTe2,36.91196562049437,0.7655375599861145,414.0,8693.0
Mg3Sb2,36.90317740926703,0.8024940490722656,415.0,7504.0
Bi4Se3,36.90191767895777,0.757192075252533,416.0,8853.0
MoTe2,36.864701789790026,0.7170301079750061,417.0,9221.0
MgB2C2,36.81928653607172,0.8855050206184387,418.0,1991.0
NIrN,36.810402748342014,0.8966463208198547,419.0,1456.0
Sb4B4,36.77,0.7655225396156311,420.0,8694.0
CuYSe2,36.76331865596281,0.6442288756370544,421.0,9432.0
SrO,36.756164562978284,0.8337161540985107,422.0,5614.0
BaHfN2,36.74367734791064,0.8306643962860107,423.0,5835.0
Al2Te3,36.71,0.9070160984992981,424.0,934.0
LaTiO2N,36.63,0.8435251712799072,425.0,4871.0
Ba2HoTaO6,36.6259209176607,0.819641649723053,426.0,6582.0
Cs2Au2Br6,36.625514275690655,0.8212869763374329,427.0,6476.0
CaTiO3,36.622674086336666,0.8023256659507751,428.0,7514.0
Sr2NiMoO6,36.573518950769135,0.8043447136878967,429.0,7418.0
OsAl2,36.55601022068464,0.7961943745613098,430.0,7778.0
MgB4,36.531788539170215,0.8063725233078003,431.0,7329.0
Ag3AsSe3,36.511364089109456,0.8117048144340515,432.0,7038.0
Ag3SI,36.469087653105404,0.9163524508476257,433.0,513.0
CsSnI3,36.45,0.770880401134491,434.0,8570.0
CuBiS2,36.43338428048046,0.7320657968521118,435.0,9128.0
Li0.5CoO2,36.413459353476775,0.8989168405532837,436.0,1351.0
PbICl,36.348731513199134,0.82091224193573,437.0,6498.0
FeNbSb,36.3303912955146,0.7808533310890198,438.0,8307.0
Ca0.5Sr0.5TiO3,36.26,0.8807074427604675,439.0,2221.0
Mo2O5OH,36.24568319181981,0.8653315305709839,440.0,3168.0
